# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
680.8	0
681.6	0
682.4	0
683.2	0
684	0
684.8	0
685.6	0
686.4	0
687.2	0
688	0
688.8	0
689.6	0
690.4	0
691.2	0
692	0
692.8	0
693.6	0
694.4	0
695.2	0
696	0
696.8	0
697.6	0
698.4	0
699.2	0
